Номенклатура;Артикул;Наименование;НаименованиеПолное;БазоваяЕдиницаИзмерения;ВидНоменклатуры;ДополнительноеОписание;Актуальность;АктуальностьЦифра;Изображение;ИзображениеОборота;Количество;10.МДК;11.Розн.3;01.Базовая цена;01.Базовая ценаПЛЮС100;Вид номенклатуры;Вид номенклатуры (НОВЫЙ);Дата первого прихода;Код цены;Кол-во в упак.;Конструктив;Материал изг.;Отделка;Подвид;Подвид (НОВЫЙ);Послеобрезной формат;Текст внутри;Формат открытки;Родитель1;Родитель2;Родитель3;Родитель4;Родитель5
c59699bc-0d40-11e6-882c-00259035dda9;51.54.344;Декоративная шкатулка 'Мамины сокровища';Декоративная шкатулка 'Мамины сокровища';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/51/51.54.344.jpg;;427;;348,3;258;516;Оформительская продукция (ОФО);Коробка;2016.05.19;374;1;коробка;фанера;без отделки;коробка;Прочие надписи;153х53х38;нет;малый;ЗАО 'ГК Горчаков';Рождение ребенка;;;
c57f702b-9526-11e6-80be-ac162d84fef7;51.13.610;Виниловый магнит 'Для тебя!';Виниловый магнит 'Для тебя!';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/51/51.13.610.jpg;;430;40,12;26,2;20,4;40,8;Оформительская продукция (ОФО);Магнит;2016.11.14;615;10;дополнительный элемент на скотче;винил;без отделки;магнит;Прочие надписи;88,5х117;нет;малый;ЗАО 'ГК Горчаков';Романтика;Сувенирные;Магниты;
e4b1c0b1-9527-11e6-80be-ac162d84fef7;51.13.616;Виниловый магнит 'Ты чудо как хороша!';Виниловый магнит 'Ты чудо как хороша!';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/51/51.13.616.jpg;;2050;40,12;26,2;20,4;40,8;Оформительская продукция (ОФО);Магнит;2016.11.14;615;10;дополнительный элемент на скотче;винил;без отделки;магнит;Прочие надписи;71,5х107;нет;малый;ЗАО 'ГК Горчаков';Сувенирные;Магниты;Романтика и Любовь;
e4b1c0b1-9527-11e6-80be-ac162d84fef7;51.13.616;Виниловый магнит 'Ты чудо как хороша!';Виниловый магнит 'Ты чудо как хороша!';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/51/51.13.616.jpg;;2050;40,12;26,2;20,4;40,8;Оформительская продукция (ОФО);Магнит;2016.11.14;615;10;дополнительный элемент на скотче;винил;без отделки;магнит;Прочие надписи;71,5х107;нет;малый;ЗАО 'ГК Горчаков';Романтика;Сувенирные;Магниты;
407ec3b8-abf6-11e6-80be-ac162d84fef7;51.15.321;Виниловый магнит '23 Февраля. Герой и защитник';Виниловый магнит '23 Февраля. Герой и защитник';шт;Оформительская продукция (ОФО);;от 14 до 30 дней;3;ftp://designs:preview@ftp.mirpoz.ru/MP/51/51.15.321.jpg;;1205;26,55;21,5;15,8;31,6;Оформительская продукция (ОФО);Магнит;2016.12.12;613;10;магнит;винил;фольга;магнит;День защитника Отечества;65х104;нет;малый;ЗАО 'ГК Горчаков';23 февраля;;;
407ec3b8-abf6-11e6-80be-ac162d84fef7;51.15.321;Виниловый магнит '23 Февраля. Герой и защитник';Виниловый магнит '23 Февраля. Герой и защитник';шт;Оформительская продукция (ОФО);;от 14 до 30 дней;3;ftp://designs:preview@ftp.mirpoz.ru/MP/51/51.15.321.jpg;;1205;26,55;21,5;15,8;31,6;Оформительская продукция (ОФО);Магнит;2016.12.12;613;10;магнит;винил;фольга;магнит;День защитника Отечества;65х104;нет;малый;ЗАО 'ГК Горчаков';НОВИНКИ;;;
5ee502f9-b53d-11e6-80be-ac162d84fef7;51.16.535;Виниловый магнит '8 Марта. Ты само очарование...';Виниловый магнит '8 Марта. Ты само очарование...';шт;Оформительская продукция (ОФО);;от 14 до 30 дней;3;ftp://designs:preview@ftp.mirpoz.ru/MP/51/51.16.535.jpg;;3775;26,55;21,5;15,8;31,6;Оформительская продукция (ОФО);Магнит;2016.12.22;613;10;магнит;винил;фольга;магнит;8 Марта, праздник Весны;83х91;нет;малый;ЗАО 'ГК Горчаков';НОВИНКИ;;;
5ee502f9-b53d-11e6-80be-ac162d84fef7;51.16.535;Виниловый магнит '8 Марта. Ты само очарование...';Виниловый магнит '8 Марта. Ты само очарование...';шт;Оформительская продукция (ОФО);;от 14 до 30 дней;3;ftp://designs:preview@ftp.mirpoz.ru/MP/51/51.16.535.jpg;;3775;26,55;21,5;15,8;31,6;Оформительская продукция (ОФО);Магнит;2016.12.22;613;10;магнит;винил;фольга;магнит;8 Марта, праздник Весны;83х91;нет;малый;ЗАО 'ГК Горчаков';8 марта;;;
e9df8960-7181-11e0-94ea-003048d2b1c5;53.61.060;Значок 'Лицеист';Значок 'Лицеист';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.61.060.jpg;;120;24,19;18,6;5;10;Оформительская продукция (ОФО);Значок;2011.06.09;612;10;одинарная;металл;без отделки;значок;Школа общая;d = 38 мм;нет;значок;ЗАО 'ГК Горчаков';Значки, колокольчики;Школа, Детский сад;;
5ae92e5c-e369-11e4-9e30-00259035dda9;53.61.179;Лента 'Первоклассник';Лента 'Первоклассник';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.61.179.jpg;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.61.179.back.jpg;2334;48,97;42,3;36,6;73,2;Оформительская продукция (ОФО);Лента;2015.05.07;620;1;не определен;шелк;фольга;лента;Начало года;длина - 1 м 80 см, ширина - 10 см;нет;лента;ЗАО 'ГК Горчаков';1 Сентября;Школа, Детский сад;;
5ae92e86-e369-11e4-9e30-00259035dda9;53.61.182;Лента 'Первоклассница';Лента 'Первоклассница';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.61.182.jpg;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.61.182.back.jpg;2492;48,97;42,3;36,6;73,2;Оформительская продукция (ОФО);Лента;2015.05.12;620;1;не определен;шелк;фольга;лента;Начало года;длина - 1 м 80 см, ширина - 10 см;нет;лента;ЗАО 'ГК Горчаков';1 Сентября;Школа, Детский сад;;
5ae92e6a-e369-11e4-9e30-00259035dda9;53.61.180;Лента 'Первоклассник';Лента 'Первоклассник';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.61.180.jpg;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.61.180.back.jpg;1661;48,97;42,3;36,6;73,2;Оформительская продукция (ОФО);Лента;2015.05.07;620;1;не определен;шелк;фольга;лента;Начало года;длина - 1 м 80 см, ширина - 10 см;нет;лента;ЗАО 'ГК Горчаков';1 Сентября;Школа, Детский сад;;
2f081475-e5ac-11df-b566-003048d2b1c4;53.61.017;Колокольчики для выпускников;Колокольчики для выпускников;шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.61.017.jpg;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.61.017.back.jpg;4858;46,61;30,5;23,7;47,4;Оформительская продукция (ОФО);Колокольчик;2010.11.19;617;10;одинарная;;с большим бантом;колокольчик;Выпускной;114х154;нет;колокольчик;ЗАО 'ГК Горчаков';Выпускной;Школа, Детский сад;;
500fe93e-92a7-11e5-882c-00259035dda9;53.61.229;Лента 'Выпускник детского сада' (Российская символика);Лента 'Выпускник детского сада' (Российская символика);шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.61.229.jpg;;4400;54,87;56,4;42;84;Оформительская продукция (ОФО);Лента;2016.01.04;622;10;не определен;шелк;фольга;лента;Выпускной;длина - 1 м 80 см, ширина - 10 см;нет;лента;ЗАО 'ГК Горчаков';Официальная символика РФ;;;
2e614366-49a4-11e2-9095-00259035dda9;53.61.112;Лента 'Выпускник';Лента 'Выпускник';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.61.112.jpg;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.61.112.back.jpg;1950;48,97;37,2;28,8;57,6;Оформительская продукция (ОФО);Лента;2013.01.30;618;10;одинарная;шелк, фольга;фольга;лента;Выпускной;длина - 1 м 80 см, ширина - 10 см;нет;лента;ЗАО 'ГК Горчаков';Выпускной;Школа, Детский сад;;
8ca0e0ff-55c7-11e4-8c38-00259035dda9;51.51.889;Виниловый магнит 'Лучшему другу на удачу!';Виниловый магнит 'Лучшему другу на удачу!';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/51/51.51.889.jpg;;530;46,61;30,5;21,3;42,6;Оформительская продукция (ОФО);Магнит;2014.11.13;617;10;атласный бант;винил, атласный бант;без отделки;магнит;Прочие адресные;100х87;нет;малый;ЗАО 'ГК Горчаков';23 февраля;;;
8ca0e0ff-55c7-11e4-8c38-00259035dda9;51.51.889;Виниловый магнит 'Лучшему другу на удачу!';Виниловый магнит 'Лучшему другу на удачу!';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/51/51.51.889.jpg;;530;46,61;30,5;21,3;42,6;Оформительская продукция (ОФО);Магнит;2014.11.13;617;10;атласный бант;винил, атласный бант;без отделки;магнит;Прочие адресные;100х87;нет;малый;ЗАО 'ГК Горчаков';Имена, адресные;Сувенирные;Магниты;
